Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,Backstab,Riposte,Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Thrusting Sword,Estoc,100,101,102,103,104,110,120,120,150,150,105,120,90,115,107,127,130,103,104,105,106,107,113,125,125,155,155,110,125,95,120,112,132,135,100,101,102,103,104,110,220,330,100,125,125,130,130,95 + 95,90 + 92 + 98,94 + 99,100 + 105 + 105,,,95 + 100,85 + 85,87 + 110,85 + 93 + 97,,110,110,110,135,90,170,110,110,110,135,90,170
Thrusting Sword,Noble's Estoc,100,101,102,103,104,110,120,120,150,150,105,120,90,115,107,127,130,103,104,105,106,107,113,125,125,155,155,110,125,95,120,112,132,135,100,101,102,103,104,110,220,330,100,125,125,130,130,95 + 95,90 + 92 + 98,94 + 99,100 + 105 + 105,,,95 + 100,85 + 85,87 + 110,85 + 93 + 97,,110,110,110,135,90,170,110,110,110,135,90,170
Thrusting Sword,Cleanrot Knight's Sword,100,101,102,103,104,110,125,125,165,165,105,120,90,115,107,127,130,103,104,105,106,107,113,130,130,170,170,110,125,95,120,112,132,135,100,101,102,103,104,110,220,330,100,125,125,130,130,95 + 95,90 + 92 + 98,94 + 99,100 + 105 + 105,,,95 + 100,85 + 85,87 + 110,85 + 93 + 97,,110,110,110,135,90,170,110,110,110,135,90,170
Thrusting Sword,Rogier's Rapier,100,101,102,103,104,110,75 + 105,75 + 105,80 + 130,80 + 130,105,120,90,115,107,127,130,103,104,105,106,107,113,80 + 110,80 + 110,85 + 135,85 + 135,110,125,95,120,112,132,135,100,101,102,103,104,110,242,363,100,125,125,130,130,95 + 95,90 + 92 + 98,94 + 99,100 + 105 + 105,,,95 + 100,85 + 85,87 + 110,85 + 93 + 97,,110,110,110,135,90,170,110,110,110,135,90,170
Thrusting Sword,Antspur Rapier,100,101,102,103,104,110,125,125,165,165,105,120,90,115,107,127,130,103,104,105,106,107,113,130,130,170,170,110,125,95,120,112,132,135,100,101,102,103,104,110,220,330,100,125,125,130,130,95 + 95,90 + 92 + 98,94 + 99,100 + 105 + 105,,,95 + 100,85 + 85,87 + 110,85 + 93 + 97,,110,110,110,135,90,170,110,110,110,135,90,170
Thrusting Sword,Frozen Needle,100,101,102,103,104,110,125 (105 Projectile),125 (105 Projectile),165 (160 Projectile),165 (160 Projectile),105,120,90,115,107,127,130,103,104,105,106,107,113,130 (105 Projectile),130 (105 Projectile),170 (160 Projectile),170 (160 Projectile),110,125,95,120,112,132,135,100,101,102,103,104,110,220,330,100,125,125,130,130,95 + 95,90 + 92 + 98,94 + 99,100 + 105 + 105,,,95 + 100,85 + 85,87 + 110,85 + 93 + 97,,110,110,110,135,90,170,110,110,110,135,90,170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Thrusting Sword,Great Épée,100,101,102,103,110,,120,120,150,150,105,120,90,115,107,127,145,103,104,105,106,113,,125,125,155,155,110,125,95,120,112,132,150,100,101,102,103,110,,200,240,100,120,120,125,125,95 + 95,91 + 97,98 + 98,,,,97 + 97,83 + 85,99 + 99,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Heavy Thrusting Sword,Godskin Stitcher,100,101,102,103,110,,125,125,70 + 105,70 + 105,105,120,90,115,107,127,145,103,104,105,106,113,,130,130,73 + 108,73 + 108,110,125,95,120,112,132,150,100,101,102,103,110,,200,240,100,125,125,130,130,95 + 95,91 + 97,98 + 98,,,,97 + 97,83 + 85,99 + 99,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Heavy Thrusting Sword,Bloody Helice,100,101,102,103,110,,125,125,160,160,105,120,90,115,107,127,145,103,104,105,106,113,,130,130,165,165,110,125,95,120,112,132,150,100,101,102,103,110,,200,240,100,125,125,130,130,95 + 95,91 + 97,98 + 98,,,,97 + 97,83 + 85,99 + 99,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Heavy Thrusting Sword,Dragon King's Cragblade,100,101,102,103,110,,125,125,160,160,105,120,90,115,107,127,145,103,104,105,106,113,,130,130,165,165,110,125,95,120,112,132,150,100,101,102,103,110,,200,240,100,125,125,130,130,95 + 95,91 + 97,98 + 98,,,,97 + 97,83 + 85,99 + 99,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Sword,Scimitar,100,101,102,103,104,110,125,125,50 + 160,50 + 160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,50 + 165,50 + 165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Falchion,100,101,102,103,104,110,125,125,50 + 160,50 + 160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,50 + 165,50 + 165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Shamshir,100,101,102,103,104,110,125,125,50 + 160,50 + 160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,50 + 165,50 + 165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Grossmesser,100,101,102,103,104,110,125,125,50 + 160,50 + 160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,50 + 165,50 + 165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Bandit's Curved Sword,100,101,102,103,104,110,125,125,50 + 160,50 + 160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,50 + 165,50 + 165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Shotel,100,101,102,103,104,110,125,125,160,160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,165,165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Scavenger's Curved Sword,100,101,102,103,104,110,125,125,50 + 160,50 + 160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,50 + 165,50 + 165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Mantis Blade,100,101,102,103,104,110,125,125,190,190,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,195,195,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Beastman's Curved Sword,100,101,102,103,104,110,125,125,50 + 160,50 + 160,105,120,92,92,50 + 107,50 + 127,125,103,104,105,106,107,115,130,130,50 + 165,50 + 165,110,125,97,97,50 + 112,50 + 132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Flowing Curved Sword,100,101,102,103,104,110,85 + 74,87 + 76,48 + 50 + 125,50 + 52 + 130,105,120,92,92,107,127,125,103,104,105,106,107,115,87 + 76,89 + 78,50 + 52 + 128,52 + 53 + 135,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,85,87,87,89,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Serpent-God's Curved Sword,100,101,102,103,104,110,125,125,50 + 160,50 + 160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,50 + 165,50 + 165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Magma Blade,100,101,102,103,104,110,125,125,50 + 160,50 + 160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,50 + 165,50 + 165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Nox Flowing Sword,100,101,102,103,104,110,125,125,160,160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,165,165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Wing of Astel,100,101,102,103,104,110,70 + (150 Projectile),70 + (150 Projectile),70 + (150 Projectile) + 80 + (150 Projectile),70 + (150 Projectile) + 80 + (150 Projectile),105,120,92,92,107,127,125,103,104,105,106,107,115,85 + (150 Projectile),85 + (150 Projectile),80 + (150 Projectile) + 105 + (150 Projectile),80 + (150 Projectile) + 105 + (150 Projectile),110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,70,70,85,85,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
Curved Sword,Eclipse Shotel,100,101,102,103,104,110,125,125,160,160,105,120,92,92,107,127,125,103,104,105,106,107,115,130,130,165,165,110,125,97,97,112,132,130,100,101,102,103,104,110,200,300,,125,125,130,130,92 + 92,94 + 94,96 + 96,102 + 102,,,50 + 50 + 95 + 100,87 + 87,87 + 87,50 + 50 + 105 + 105,,110,110,110,135,90,50 + 170,110,110,110,135,90,50 + 170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Greatsword,Dismounter,100,102,104,110,,,125,125,160,75 + 115,105,120,92,92,107,127,130,103,105,107,115,,,128,128,165,80 + 117,110,125,97,97,112,132,135,100,102,104,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,115,115,115,130,100,145,115,115,115,130,100,145
Curved Greatsword,Omen Cleaver,100,102,104,110,,,125,125,160,75 + 115,105,120,92,92,107,127,130,103,105,107,115,,,140,142,175,177,110,125,97,97,112,138,135,100,102,104,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,115,115,115,130,100,145,115,115,115,130,100,145
Curved Greatsword,Monk's Flameblade,100,102,104,110,,,125,125,160,75 + 115,105,120,92,92,107,127,130,103,105,107,115,,,128,128,165,80 + 117,110,125,97,97,112,132,135,100,102,104,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,115,115,115,130,100,145,115,115,115,130,100,145
Curved Greatsword,Beastman's Cleaver,100,102,104,110,,,125,125,160,75 + 115,105,120,92,92,107,127,130,103,105,107,115,,,128,128,165,80 + 117,110,125,97,97,112,132,135,100,102,104,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,115,115,115,130,100,145,115,115,115,130,100,145
Curved Greatsword,Bloodhound's Fang,100,102,104,110,,,125,125,160,75 + 115,105,120,92,92,118,142,130,103,105,107,115,,,128,128,165,80 + 117,110,125,97,97,128,151,135,100,102,104,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,115,115,115,130,100,145,115,115,115,130,100,145
Curved Greatsword,Onyx Lord's Greatsword,100,102,104,110,,,125,125,160,75 + 115,105,120,92,92,107,127,130,103,105,107,115,,,128,128,165,80 + 117,110,125,97,97,112,132,135,100,102,104,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,115,115,115,130,100,145,115,115,115,130,100,145
Curved Greatsword,Zamor Curved Sword,100,104,108,120,,,125,125,160,75 + 115,105,120,92,92,107,127,130,103,108,113,125,,,128,128,165,80 + 117,110,125,97,97,112,132,135,100,104,108,120,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,115,115,115,130,100,145,115,115,115,130,100,145
Curved Greatsword,Magma Wyrm's Scalesword,100,102,104,110,,,125,125,160,75 + 115,105,120,92,92,107,127,130,103,105,107,115,,,140,142,175,177,110,125,97,97,112,138,135,100,102,104,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,115,115,115,130,100,145,115,115,115,130,100,145
Curved Greatsword,Morgott's Cursed Sword,100,102,104,110,,,125,125,160,75 + 115,105,120,92,92,107,127,130,103,105,107,115,,,128,128,165,80 + 117,110,125,97,97,112,132,135,100,102,104,110,,,55 + 176,55 + 220,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,115,115,115,130,100,145,115,115,115,130,100,145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katana,Uchigatana,100,101,102,103,110,,125,125,160,160,105,120,90,95,110,130,140,103,104,105,106,113,,130,130,165,165,110,125,95,100,115,135,145,100,101,102,103,110,,200,300,,,,,,90 + 100,90 + 100,90 + 100,110 + 110,,,90 + 110,100 + 100,90 + 90,130 + 100,,110,110,110,130,80,165,110,110,110,130,80,165
Katana,Nagakiba,100,101,102,103,110,,125,125,160,155,105,120,90,95,110,130,140,103,104,105,106,113,,130,130,160,160,110,125,95,100,115,135,145,100,101,102,103,110,,200,300,,,,,,90 + 100,90 + 100,90 + 100,110 + 110,,,90 + 110,100 + 100,90 + 90,130 + 100,,110,110,110,130,80,165,110,110,110,130,80,165
Katana,Serpentbone Blade,100,101,102,103,110,,50 + 110,50 + 110,50 + 140,50 + 140,105,120,90,95,110,130,140,103,104,105,106,113,,55 + 120,55 + 120,55 + 150,55 + 150,110,125,95,100,115,135,145,100,101,102,103,110,,200,300,,,,,,90 + 100,90 + 100,90 + 100,110 + 110,,,90 + 110,100 + 100,90 + 90,130 + 100,,110,110,110,130,80,165,110,110,110,130,80,165
Katana,Meteoric Ore Blade,100,101,102,103,110,,122,122,153,157,105,120,90,95,110,130,140,103,104,105,106,113,,127,127,163,167,110,125,95,100,115,135,145,100,101,102,103,110,,200,300,,,,,,90 + 100,90 + 100,90 + 100,110 + 110,,,90 + 110,100 + 100,90 + 90,130 + 100,,110,110,110,130,80,165,110,110,110,130,80,165
Katana,Moonveil,100,101,102,103,110,,125,125,160,160,105,120,90,95,110,130,140,103,104,105,106,113,,130,130,165,165,110,125,95,100,115,135,145,100,101,102,103,110,,200,300,,,,,,90 + 100,90 + 100,90 + 100,110 + 110,,,90 + 110,100 + 100,90 + 90,130 + 100,,110,110,110,130,80,165,110,110,110,130,80,165
Katana,Rivers of Blood,100,101,102,103,110,,125,125,160,160,105,120,90,95,110,130,140,103,104,105,106,113,,130,130,165,165,110,125,95,100,115,135,145,100,101,102,103,110,,200,300,,,,,,90 + 100,90 + 100,90 + 100,110 + 110,,,90 + 110,100 + 100,90 + 90,130 + 100,,110,110,110,130,80,165,110,110,110,130,80,165
Katana,Dragonscale Blade,100,101,102,103,110,,125,125,160,160,105,120,90,95,110,130,140,103,104,105,106,113,,130,130,165,165,110,125,95,100,115,135,145,100,101,102,103,110,,200,300,,,,,,90 + 100,90 + 100,90 + 100,110 + 110,,,90 + 110,100 + 100,90 + 90,130 + 100,,110,110,110,130,80,165,110,110,110,130,80,165
Katana,Hand of Malenia,100,101,102,103,110,,125,125,160,160,105,120,90,95,110,130,140,103,104,105,106,113,,130,130,165,165,110,125,95,100,115,135,145,100,101,102,103,110,,200,300,,,,,,90 + 100,90 + 100,90 + 100,110 + 110,,,90 + 110,100 + 100,90 + 90,130 + 100,,110,110,110,130,80,165,110,110,110,130,80,165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twinblade,Twinblade,100,101,102,103,110,,125,125,160,170,105,50 + 115,90,90,107,127,125,50 + 103,50 + 104,115,50 + 50 + 106,50 + 50 + 100,,50 + 50 + 130,50 + 50 + 130,50 + 50 + 50 + 165,50 + 50 + 50 + 165,50 + 110,50 + 125,50 + 95,105,50 + 112,150,50 + 130,100,101,102,103,110,,200,300,,,,,,92 + 92,94 + 94,100 + 100,,,,95 + 100,85 + 85,85 + 85,50 + 50 + 105 + 105,,110,110,110,135,50,170,110,110,110,135,50,170
Twinblade,Twinned Knight Swords,100,101,102,103,110,,125,125,160,170,105,50 + 115,90,90,107,127,125,50 + 103,50 + 104,115,50 + 50 + 106,50 + 50 + 100,,50 + 50 + 130,50 + 50 + 130,50 + 50 + 50 + 165,50 + 50 + 50 + 165,50 + 110,50 + 125,50 + 95,105,50 + 112,150,50 + 130,100,101,102,103,110,,200,300,,,,,,92 + 92,94 + 94,100 + 100,,,,95 + 100,85 + 85,85 + 85,50 + 50 + 105 + 105,,110,110,110,135,50,170,110,110,110,135,50,170
Twinblade,Godskin Peeler,100,101,102,103,110,,125,125,160,160,105,50 + 115,90,90,107,127,125,50 + 103,50 + 104,115,50 + 50 + 106,50 + 50 + 100,,80 + 135 + 130,50 + 130 + 130,50 + 50 + 50 + 165,50 + 50 + 50 + 165,50 + 110,40 + 40 + 40 + 125,50 + 95,105,50 + 112,150,50 + 130,100,101,102,103,110,,200,300,,,,,,92 + 92,94 + 94,100 + 100,,,,95 + 100,85 + 85,85 + 85,50 + 50 + 105 + 105,,110,110,110,135,50,170,110,110,110,135,50,170
Twinblade,Gargoyle's Twinblade,100,101,102,103,110,,125,125,160,170,105,50 + 115,90,90,107,127,125,50 + 103,50 + 104,115,50 + 50 + 106,50 + 50 + 100,,50 + 50 + 130,50 + 50 + 130,50 + 50 + 50 + 165,50 + 50 + 50 + 165,50 + 110,50 + 125,50 + 95,105,50 + 112,150,50 + 130,100,101,102,103,110,,200,300,,,,,,92 + 92,94 + 94,100 + 100,,,,95 + 100,85 + 85,85 + 85,50 + 50 + 105 + 105,,110,110,110,135,50,170,110,110,110,135,50,170
Twinblade,Gargoyle's Black Blades,100,101,102,103,110,,125,125,160,170,105,50 + 115,90,90,107,127,125,50 + 103,50 + 104,115,50 + 50 + 106,50 + 50 + 100,,50 + 50 + 130,50 + 50 + 130,50 + 50 + 50 + 165,50 + 50 + 50 + 165,50 + 110,50 + 125,50 + 95,105,50 + 112,150,50 + 130,100,101,102,103,110,,200,300,,,,,,92 + 92,94 + 94,100 + 100,,,,95 + 100,85 + 85,85 + 85,50 + 50 + 105 + 105,,110,110,110,135,50,170,110,110,110,135,50,170
Twinblade,Eleonora's Poleblade,100,101,102,103,110,,50 + 125,130,50 + 50 + 50 + 160,50 + 50 + 160,105,50 + 115,90,90,107,127,125,50 + 103,50 + 104,115,50 + 50 + 106,50 + 50 + 100,,50 + 130 + 130,135 + 50 + 130,40 + 40 + 40 + 40 + 160,50 + 50 + 165 + 165,50 + 110,50 + 125,50 + 95,105,50 + 112,150,50 + 130,100,101,102,103,110,,200,300,,,,,,92 + 92,94 + 94,100 + 100,,,,95 + 100,85 + 85,85 + 85,50 + 50 + 105 + 105,,110,110,110,135,50,170,110,110,110,135,50,170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axe,Hand Axe,100,101,102,103,105,,125,125,175,175,105,120,90,90,107,127,125,105,106,107,108,110,,130,130,178,178,110,125,95,95,112,132,130,100,101,102,103,105,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Forked Hatchet,100,101,102,103,105,,125,125,175,175,105,120,90,90,107,127,125,105,106,107,108,110,,130,130,178,178,110,125,95,95,112,132,130,100,101,102,103,105,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Battle Axe,100,101,102,103,110,,125,125,175,175,105,120,90,90,107,127,125,103,104,105,106,112,,130,130,178,178,110,125,95,95,112,132,130,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Warped Axe,100,101,102,103,110,,125,125,175,80 + 110,105,120,90,90,107,127,125,103,106,107,108,113,,130,130,178,85 + 115,110,125,95,95,112,132,130,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Jawbone Axe,100,101,102,103,110,,125,125,175,175,105,120,90,90,107,127,125,103,104,105,106,112,,130,130,178,178,110,125,95,95,112,132,130,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Iron Cleaver,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,130,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Highland Axe,100,101,102,103,110,,125,125,175,175,105,120,90,90,107,127,125,103,104,105,106,112,,130,130,178,178,110,125,95,95,112,132,130,100,101,102,103,110,,55 + 192.5,55 + 302.5,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Celebrant's Cleaver,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,130,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Sacrificial Axe,100,101,102,103,110,,125,125,175,175,105,120,90,90,107,127,125,103,104,105,106,112,,130,130,178,178,110,125,95,95,112,132,130,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Icerind Hatchet,100,101,102,103,105,,125,125,175,175,105,120,90,90,107,127,125,105,106,107,108,110,,130,130,178,178,110,125,95,95,112,132,130,100,101,102,103,105,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Ripple Blade,100,101,102,103,110,,125,125,175,80 + 110,105,120,90,90,107,127,125,103,106,107,108,113,,130,130,178,85 + 115,110,125,95,95,112,132,130,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Stormhawk Axe,100,101,102,103,110,,125,125,175,175,105,120,90,90,107,127,125,103,104,105,106,112,,130,130,178,178,110,125,95,95,112,132,130,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
Axe,Rosus' Axe,100,101,102,103,110,,125,125,175,175,105,120,90,90,107,127,125,103,104,105,106,112,,130,130,178,178,110,125,95,95,112,132,130,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,93 + 93,95 + 95,75 + 100 + 100,,,100 + 100,86 + 86,86 + 86,104 + 104,,110,110,110,125,100,155,110,110,110,125,100,155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greataxe,Greataxe,100,101,102,110,,,125,125,165,170,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,175,110,125,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
